"time","Tout"
"2020-05-04 11:35:00",11.4
"2020-05-04 11:40:00",11.4
"2020-05-04 11:45:00",11.20000001
"2020-05-04 11:50:00",10.90000001
"2020-05-04 11:55:00",10.9
"2020-05-04 12:00:00",10.79999998
"2020-05-04 12:05:00",10.60000002
"2020-05-04 12:10:00",10.5
"2020-05-04 12:15:00",10.3
"2020-05-04 12:20:00",10.19999999
"2020-05-04 12:25:00",10.10000001
"2020-05-04 12:30:00",9.900000013
"2020-05-04 12:35:00",9.800000003
"2020-05-04 12:40:00",9.7
"2020-05-04 12:45:00",9.69999999
"2020-05-04 12:50:00",9.60000001
"2020-05-04 12:55:00",9.400000007
"2020-05-04 13:00:00",9.4
"2020-05-04 13:05:00",9.3
"2020-05-04 13:10:00",9.3
"2020-05-04 13:15:00",9.3
"2020-05-04 13:20:00",9.200000003
"2020-05-04 13:25:00",9.1
"2020-05-04 13:30:00",9.09999999
"2020-05-04 13:35:00",9.00000001
"2020-05-04 13:40:00",9
"2020-05-04 13:45:00",8.9
"2020-05-04 13:50:00",8.899999993
"2020-05-04 13:55:00",8.800000013
"2020-05-04 14:00:00",8.8
"2020-05-04 14:05:00",8.700000003
"2020-05-04 14:10:00",8.7
"2020-05-04 14:15:00",8.69999998
"2020-05-04 14:20:00",8.50000002
"2020-05-04 14:25:00",8.5
"2020-05-04 14:30:00",8.5
"2020-05-04 14:35:00",8.499999993
"2020-05-04 14:40:00",8.400000013
"2020-05-04 14:45:00",8.300000007
"2020-05-04 14:50:00",8.399999997
"2020-05-04 14:55:00",8.3
"2020-05-04 15:00:00",8.3
"2020-05-04 15:05:00",8.3
"2020-05-04 15:10:00",8.3
"2020-05-04 15:15:00",8.2
"2020-05-04 15:20:00",8.199999993
"2020-05-04 15:25:00",8.100000013
"2020-05-04 15:30:00",8.000000007
"2020-05-04 15:35:00",7.900000003
"2020-05-04 15:40:00",7.900000003
"2020-05-04 15:45:00",7.99999999
"2020-05-04 15:50:00",7.90000001
"2020-05-04 15:55:00",7.700000007
"2020-05-04 16:00:00",7.5
"2020-05-04 16:05:00",7.499999993
"2020-05-04 16:10:00",7.400000013
"2020-05-04 16:15:00",7.300000007
"2020-05-04 16:20:00",7.399999997
"2020-05-04 16:25:00",7.399999993
"2020-05-04 16:30:00",7.20000002
"2020-05-04 16:35:00",7.39999998
"2020-05-04 16:40:00",7.4
"2020-05-04 16:45:00",7.3
"2020-05-04 16:50:00",7.099999993
"2020-05-04 16:55:00",7.000000013
"2020-05-04 17:00:00",7
"2020-05-04 17:05:00",7
"2020-05-04 17:10:00",6.999999997
"2020-05-04 17:15:00",6.9
"2020-05-04 17:20:00",6.9
"2020-05-04 17:25:00",6.60000001
"2020-05-04 17:30:00",6.6
"2020-05-04 17:35:00",6.5
"2020-05-04 17:40:00",6.5
"2020-05-04 17:45:00",6.599999993
"2020-05-04 17:50:00",6.400000007
"2020-05-04 17:55:00",6.299999997
"2020-05-04 18:00:00",6.19999999
"2020-05-04 18:05:00",6.10000001
"2020-05-04 18:10:00",6.1
"2020-05-04 18:15:00",6.1
"2020-05-04 18:20:00",6.099999993
"2020-05-04 18:25:00",6.000000013
"2020-05-04 18:30:00",6.099999993
"2020-05-04 18:35:00",5.900000007
"2020-05-04 18:40:00",5.999999997
"2020-05-04 18:45:00",5.9
"2020-05-04 18:50:00",5.9
"2020-05-04 18:55:00",5.800000003
"2020-05-04 19:00:00",5.9
"2020-05-04 19:05:00",5.899999993
"2020-05-04 19:10:00",5.800000013
"2020-05-04 19:15:00",5.700000007
"2020-05-04 19:20:00",5.40000001
"2020-05-04 19:25:00",5.5
"2020-05-04 19:30:00",5.49999999
"2020-05-04 19:35:00",5.40000001
"2020-05-04 19:40:00",5.4
"2020-05-04 19:45:00",5.4
"2020-05-04 19:50:00",5.299999993
"2020-05-04 19:55:00",5.200000013
"2020-05-04 20:00:00",5.2
"2020-05-04 20:05:00",5.100000003
"2020-05-04 20:10:00",5.199999997
"2020-05-04 20:15:00",5.1
"2020-05-04 20:20:00",5.1
"2020-05-04 20:25:00",5.199999997
"2020-05-04 20:30:00",5.2
"2020-05-04 20:35:00",5.200000013
"2020-05-04 20:40:00",5.399999973
"2020-05-04 20:45:00",5.4
"2020-05-04 20:50:00",5.4
"2020-05-04 20:55:00",5.400000003
"2020-05-04 21:00:00",5.5
"2020-05-04 21:05:00",5.5
"2020-05-04 21:10:00",5.400000003
"2020-05-04 21:15:00",5.4
"2020-05-04 21:20:00",5.5
"2020-05-04 21:25:00",5.5
"2020-05-04 21:30:00",5.400000007
"2020-05-04 21:35:00",5.499999997
"2020-05-04 21:40:00",5.300000003
